% Model:              busbar.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 27 2026, 23:38
% Dimension:          3
% Nodes:              1360
% Expressions:        3
% Description:        Electric potential, Temperature, Displacement magnitude
% Length unit:        m
% x                       y                        z                        V (V)                    T (K)                    solid.disp (m)
0.09750000000000002       0                        0.09696321069695094      0.0077887274461530395    324.27340654449284       3.246454529946636E-5
0.095                     0                        0.1                      0.007788814622795769     324.2708708106507        3.4617771923674284E-5
0.09748442906267522       -0.004085997568880201    0.1                      0.007788948415049401     324.2728539458535        3.367762421058537E-5
0.09999999999999999       0                        0.1                      0.007788824678724422     324.2708293226306        3.4376131853923244E-5
0.09749606929798824       -0.006999750297542362    0.1                      0.007789164157031166     324.27388765291283       3.320086976700576E-5
0.09999999999999999       -0.005555555555555553    0.1                      0.007789023167252868     324.2729397634694        3.335413235646552E-5
0.09777561092896259       -0.00576678321350021     0.09701114652833108      0.007789002288933961     324.2755625449694        3.135886141172448E-5
0.09499999999999999       -0.005555555555555553    0.1                      0.007789028935586973     324.272863951373         3.359847434782001E-5
0.09999999999999998       -0.00389964575541347     0.09637688772848295      0.007788827961402968     324.2750517074104        3.1205705924733724E-5
0.09499999999999999       -0.0035950620223906995   0.09569172311557216      0.0077887904055868725    324.2756621753846        3.1074911587429526E-5
0.09999999999999999       0                        0.09392642139390188      0.007788512868390081     324.2762713150449        3.0418172458220795E-5
0.09499999999999999       0                        0.09392642139390182      0.007788611853070756     324.27585969396836       3.0691467685204225E-5
0.09749950866224853       -0.01109242625030444     0.097510582008119        0.007789552149007867     324.27714463603695       3.091822222249415E-5
0.0975                    -0.013888888888888881    0.09999999999999999      0.00778987255589215      324.27648415802827       3.23455831138005E-5
0.09999999999999999       -0.011111111111111106    0.1                      0.007789563616517703     324.27520499473434       3.256783606892441E-5
0.09499999999999999       -0.011111111111111106    0.1                      0.007789566834206139     324.27502485988913       3.281459682687242E-5
0.09999999999999998       -0.008426755286164876    0.09582335902891505      0.00778921780362997      324.27743089684196       3.0050945319047598E-5
0.09499999999999999       -0.0086681904648222      0.09442583608141143      0.007789198370120683     324.27911387546226       2.933633577782289E-5
0.09999999999999998       -0.005114536415176735    0.09078251280059828      0.007788489436139688     324.28306952968217       2.7255942401212364E-5
0.09499999999999999       -0.00412936432353519     0.09071124668100675      0.0077883241233641185    324.2828936151227        2.7714593479137653E-5
0.09999999999999999       0                        0.08785284278780374      0.00778750841378497      324.28673888486423       2.657716985520459E-5
0.095                     0                        0.08785284278780366      0.007787649869035255     324.28645949126064       2.688878450944498E-5
0.09749999999999999       -0.016800639592154033    0.09742538883004159      0.007790214061901877     324.2793403575089        3.0287102582864878E-5
0.095                     -0.016666666666666663    0.1                      0.007790173525623634     324.27700400213433       3.2289415688872615E-5
0.09999999999999999       -0.016666666666666663    0.1                      0.007790173353490013     324.27703589104834       3.204087559848955E-5
0.0975                    -0.019444444444444438    0.1                      0.00779039581260939      324.27798272113796       3.195418458178752E-5
0.09499999999999999       -0.01455837272583449     0.09459829709695003      0.007790011524404559     324.28142387464294       2.8689482428243752E-5
0.09999999999999998       -0.013975230116960348    0.09523716385767539      0.007789903860995997     324.28016994548386       2.8920506009209405E-5
0.1                       -0.011180040762259464    0.09071846775930256      0.007789465731226702     324.2861459267129        2.61349909649237E-5
0.09499999999999999       -0.013125958314781189    0.09056198053166692      0.007789813487993438     324.2874851077991        2.6064245572034756E-5
0.095                     -0.008889309640251553    0.08789912514692383      0.007788697879145757     324.2910109970075        2.4928111322435068E-5
0.09999999999999999       -0.009056967555807361    0.08652991548080613      0.0077886343771792505    324.29444435943225       2.3652351023342456E-5
0.09499999999999999       -0.004783177250262405    0.08487733660430691      0.0077871825543560525    324.2960245083975        2.3844424756300954E-5
0.09999999999999999       -0.0048755495010567446   0.08470494822842455      0.007787147219717871     324.29614644805184       2.3366916372540163E-5
0.09999999999999999       0                        0.08177926418170561      0.007785330908449979     324.3017719226505        2.2906269035597457E-5
0.095                     0                        0.08177926418170547      0.007785284293958431     324.3017839859105        2.3265849956787683E-5
0.09999999999999998       -0.019444146878706162    0.0949510227355111       0.007790558024972916     324.28203276904605       2.828592127328659E-5
0.09999999999999999       -0.022222222222222216    0.1                      0.007790580585230175     324.2780549756249        3.178889993447074E-5
0.09499999999999999       -0.022222222222222216    0.1                      0.007790566705515269     324.2780638582337        3.203920466212994E-5
0.095                     -0.019760700349064603    0.09461662695019611      0.007790591879068844     324.282569474909         2.8313946008041632E-5
0.09499999999999999       -0.01730423970281968     0.09026274079044518      0.0077906881582577876    324.28986963577296       2.5411870360229348E-5
0.09999999999999998       -0.016621201230721448    0.09018410794090574      0.007790507930599599     324.28955098707695       2.510615417974241E-5
0.09499999999999999       -0.014675865995401362    0.08518395174363823      0.007790459903995133     324.3016982581334        2.2175567322315137E-5
0.09999999999999998       -0.013530933182011987    0.0857883917298097       0.007790055854371342     324.29929652329423       2.2394036916938222E-5
0.09750000000000002       -0.027675454003332968    0.09750275060297928      0.0077906607394031555    324.28028056232785       3.0113627171151186E-5
0.0975                    -0.024999999999999994    0.1                      0.0077906216308019       324.27848814334175       3.184519050271526E-5
0.09499999999999999       -0.02777777777777777     0.1                      0.0077906072676177385    324.27801710530906       3.2070774540863964E-5
0.09999999999999999       -0.02777777777777777     0.1                      0.007790611899578271     324.27810286837547       3.182458475183627E-5
0.09749999999999999       -0.030555555555555548    0.1                      0.007790440181362544     324.2779911987874        3.2021265839868704E-5
0.09999999999999999       -0.02456163193641199     0.09515891792013824      0.007790827911926604     324.2824766791313        2.8305641354466217E-5
0.09999999999999999       -0.009614453965258072    0.08199564772726196      0.007788012847278421     324.3078164123108        2.0528830607759453E-5
0.095                     -0.010100421869068638    0.08198992456717133      0.007788334596578197     324.3082652003541        2.0811795752090138E-5
0.1                       -0.0049780123341617915   0.07892349166746854      0.007784557365880461     324.31310529592065       1.9736809002580457E-5
0.095                     -0.005218454752426252    0.0787424748786564       0.007784587262025759     324.3141923056873        1.9972490242208805E-5
0.1                       0                        0.07570568557560747      0.007780550548382792     324.319821752435         1.9493092340739504E-5
0.095                     0                        0.0757056855756073       0.007780540517398813     324.3197938035653        1.991750296990195E-5
0.1                       -0.033333333333333326    0.1                      0.007790234399343522     324.27708208000655       3.214395917363498E-5
0.09999999999999998       -0.03024248185161452     0.0954641301436477       0.007790633575407918     324.2817726126478        2.869980978963582E-5
0.09749999999999998       -0.03611111111111111     0.1                      0.007789951897766947     324.2765488316344        3.2478173660648975E-5
0.09999999999999999       -0.03888888888888888     0.1                      0.007789662618738312     324.2752897073521        3.273801890713366E-5
0.09999999999999999       -0.03593682072354913     0.09583210640627589      0.007790002840652206     324.27978131504864       2.946269962724768E-5
0.09764756944444444       -0.03321571038264393     0.09727644893899781      0.007790268509818606     324.27932008983765       3.0273890034891477E-5
0.09499999999999999       -0.033333333333333326    0.1                      0.007790231260361761     324.2769833404622        3.238614700955562E-5
0.09499999999999997       -0.01497494572336566     0.07886770122076782      0.007791492162302459     324.3252448455136        1.784429432856649E-5
0.09999999999999998       -0.015720622384957257    0.07992684915981474      0.00779181170558084      324.3216455143038        1.8013508367569658E-5
0.09499999999999999       -0.025062329940548436    0.09459700942962794      0.00779085367368525      324.28313900242296       2.8186302126700584E-5
0.09999999999999998       -0.022364112872927736    0.08972063139061534      0.007791379168433488     324.2922018091295        2.4434109354595732E-5
0.1                       -0.01900333791469198     0.07545192170181356      0.007796603293680976     324.3472208663903        1.4415010106260799E-5
0.09499999999999999       -0.019456189305827234    0.08137765515667196      0.00779337810341633      324.3188436076481        1.9014624071181208E-5
0.09499999999999997       -0.022621024692477107    0.08949338915114433      0.007791436643438676     324.2928016781262        2.4586599297206687E-5
0.095                     -0.019853390654637718    0.08627428673188588      0.007791784511422996     324.30128406775157       2.24267826814638E-5
0.1                       -0.019283017233860642    0.0848939201405649       0.007791970960390497     324.3051720702451        2.1133264955388964E-5
0.09499999999999999       -0.03042607718697754     0.09480194733042022      0.00779060896388306      324.2822398826976        2.851609027549344E-5
0.09999999999999998       -0.027433730720993657    0.09036475194352991      0.0077913326336396796    324.29088931533255       2.4920550066572852E-5
0.09749816633596387       -0.03838465900146332     0.09802018712795475      0.007789714660123375     324.2769627594471        3.136627688385493E-5
0.095                     -0.03888888888888888     0.1                      0.007789661552282509     324.2752182957452        3.297356625072789E-5
0.09499999999999999       -0.035895373259571       0.09511184459075471      0.00779001101362961      324.2805003896227        2.9219319302686118E-5
0.09748370076412319       -0.04291365183531262     0.1                      0.007789269033240269     324.2740985308323        3.339680488216144E-5
0.09999999999999999       -0.010081227752215241    0.07632815478387492      0.007786726870551704     324.32857710099785       1.6741746232917162E-5
0.09999999999999998       -0.014841843480468518    0.07405987436566566      0.007792173632045133     324.347425975055         1.414943746277978E-5
