% Model:              surface_mount_package.mph
% Version:            COMSOL 6.2.0.290
% Date:               May 26 2026, 01:45
% Dimension:          3
% Nodes:              4419
% Expressions:        1
% Description:        Temperature
% Length unit:        mm
% X                       Y                        Z                        T (K)
8.913454150791287         2.8280528492822663       -1.9                     303.15989120101625
10                        2.142857142857144        -1.9                     303.1573563387584
10                        2.142857142857144        -0.9                     303.15735788433346
4.546055946942026         3.024634028566131        -1.0836784357287141      303.29602323475393
4.585751138566674         3.031120743917344        -0.8999999999999999      303.29743598211314
4.576685830329374         2.8885669223514894       -1.4000000000000026      303.2829664890686
4.333972931225692         3.1440191180914043       -0.8999999999999999      303.3008051110059
4.652236881020746         3.2921896226920797       -0.9                     303.26718615607933
5.035167644939081         3.3043280804463535       -0.9                     303.2398731541288
5.534846034202518         3.0035165410827114       -0.8999999999999999      303.2172134323423
4.9213713227944496        3.0726834389201847       -1.3723873827485225      303.25347060452077
5.007206341488213         3.50663209283462         -1.168799855889603       303.2390000718388
4.793521093607724         3.6181882985439557       -0.9                     303.24498713352574
4.287749657848296         3.3515241365201485       -1.3287374372723688      303.28866786171324
3.9634742983985003        3.3311837684175014       -1.2170479983626499      303.31503327729473
4.01846121230329          3.453686230048806        -0.9                     303.3003946719413
3.7390056425137965        3.1851336988508905       -0.9                     303.3426792264153
4.387609820613663         3.642478046114945        -0.9                     303.26728934757415
5.926702415146444         3.605415756879527        -1.9                     303.19796036960446
5.396533960641401         3.8222637377119466       -0.9                     303.2135542980667
6.250543695360485         3.9124578368831378       -0.9                     303.1879418096564
6.928469440421679         5                        -1.9                     303.1717361910964
6.8075978027665265        5                        -0.9                     303.17311605950835
3.6335563156823723        3.6453324058296936       -0.9                     303.3204689009731
4.561795677555482         2.440460059168217        -0.9                     303.29439552153275
4.594985842728973         2.47988731632111         -1.0820913461538422      303.2927129328156
4.426582319771263         2.205857284016522        -0.8999999999999999      303.2870151157003
5.064044970471235         2.4786598982303696       -0.9                     303.2471779280191
4.954684403438224         2.4804422514224385       -1.1452903558873349      303.25738578087913
5.146506695424397         2.724504438593753        -0.9                     303.2419442038923
5.338612228586355         2.5045505114682323       -0.9                     303.2289407091329
5.262670236201965         2.1613848029423335       -0.9                     303.23120558622537
4.691708014615294         2.1928971678376357       -0.9                     303.2679342353272
4.9399829057835785        2.240541597317087        -0.9000000000000001      303.25159403366655
4.973734318080571         2.6302292261260596       -1.3802731713563507      303.25396164251646
5.0695151201184405        3.0111040088927252       -1.9                     303.238039590774
5.377972184335845         2.649588546865913        -1.3980468750000032      303.22864120567544
5.6136170847084434        2.5896913929434744       -1.9                     303.214368918012
3.537232820539422         2.9928113323652035       -0.9                     303.39811749138227
3.375000000000001         2.8500000000000005       -0.9                     303.63470408707275
3.5820002232212076        2.8917961084259542       -1.1499999999999981      303.3890246158605
3.556080903973182         2.73963685512856         -0.9                     303.42291486269403
3.375000000000001         2.6900000000000004       -0.9                     303.63530173148047
3.395018207760045         3.113448337855979        -1.1008865688409282      303.4017061350897
3.389775042879036         3.257011226155171        -0.9000000000000001      303.38057329444473
3.3107075509392954        3.0071612285160834       -0.9                     303.45491856476843
