% Model:              busbar.mph
% Version:            COMSOL 6.2.0.290
% Date:               Mar 11 2026, 21:54
% Dimension:          3
% Nodes:              7340
% Expressions:        3
% Description:        Electric potential, Temperature, Displacement magnitude
% Length unit:        m
% x                       y                        z                        V (V)                    T (K)                    solid.disp (m)
0.09749999999999999       0                        0.1                      0.007806237973262846     323.74931897911046       3.085850938603942E-5
0.09749832836307981       0                        0.0982785671072233       0.007806212282113202     323.7502101022124        2.9905421882175674E-5
0.09999999999999999       0                        0.1                      0.007806240445257624     323.7488059181312        3.077740599727002E-5
0.0974921171408749        -0.0018986501956436864   0.1                      0.007806268543713459     323.75005567061356       3.0430532648800045E-5
0.095                     0                        0.1                      0.007806237850527564     323.748814272523         3.101578477764543E-5
0.09999999999999999       -0.002941176470588236    0.1                      0.007806297526149394     323.74999839682454       3.0123805166986885E-5
0.09999999999999999       -0.0021041976222124616   0.09814966878658335      0.0078062489869649195    323.7506408703721        2.9260745163200798E-5
0.09999999999999999       0                        0.09705710435115979      0.007806177062059054     323.75060921482736       2.914839764642719E-5
0.09499999999999999       -0.001915678689878106    0.09778310333723293      0.007806233360602674     323.7508124559005        2.934931259582985E-5
0.09499999999999999       -0.002941176470588236    0.1                      0.00780629775578037      323.7499751805439        3.0366658069985186E-5
0.09499999999999999       0                        0.09705710435115977      0.007806175555815705     323.75062588284067       2.9399212430931824E-5
0.09749388674282988       -0.0033620047137854275   0.09834487124597877      0.007806295382143416     323.7514913453767        2.9180057176809465E-5
0.09748777348565973       -0.0044036734126696895   0.1                      0.007806372084664935     323.75104604032424       2.9906512789938053E-5
0.09741975372343045       -0.0073529411764705795   0.1                      0.007806594528399865     323.7521963444888        2.9356684589479477E-5
0.09749999999999999       -0.005975300077595854    0.09747448860027842      0.007806445995607794     323.75313637850354       2.814764676384993E-5
0.09499999999999997       -0.0058823529411764705   0.1                      0.0078064728109744205    323.75114292437496       2.9783032664435433E-5
0.09999999999999999       -0.0058823529411764705   0.1                      0.007806472253047069     323.75115183044          2.9536384957329095E-5
0.09999999999999999       -0.004484213820384589    0.09794776693663752      0.007806351134056423     323.75171670974265       2.8632411421822124E-5
0.09749999999999999       -0.0023203360149012036   0.09668974249195757      0.007806197956312319     323.75235987282235       2.8480917305374565E-5
0.09749599384115433       0                        0.09553824624927834      0.007806091817745424     323.752544899446         2.8403933487902133E-5
0.09999999999999998       -0.007331502883261296    0.0976614854584746       0.0078065656168074945    323.75305831077145       2.7911124833226263E-5
0.09999999999999998       -0.008823529411764707    0.1                      0.007806731307837054     323.7522956473354        2.9019615213977816E-5
0.09741975372343045       -0.010294117647058837    0.1                      0.007806886245275494     323.7533438926715        2.8878639857154437E-5
0.09745987686171521       -0.009270245986462101    0.09806292796611411      0.007806767453730053     323.75397613159095       2.7896312354282323E-5
0.09499999999999997       -0.008823529411764707    0.1                      0.007806731883521367     323.7522987514733        2.927080698805569E-5
0.09499999999999999       -0.007576357946469989    0.09743401269748513      0.007806586572790043     323.7533197889825        2.7994475669255984E-5
0.09999999999999999       -0.00272499333992427     0.09559638164668213      0.007806152999333461     323.7530378479015        2.7690014997060652E-5
0.09499999999999999       -0.004619097271930423    0.09728749174208219      0.007806345795562195     323.7522207093069        2.8485616794749416E-5
0.1                       0                        0.09411420870231957      0.007805979547691132     323.7536772066673        2.754277561512925E-5
0.09499999999999999       -0.002119879433137334    0.09537431805621302      0.007806112747786296     323.7530742905245        2.797068641206296E-5
0.09499999999999999       0                        0.09411420870231955      0.007805977171069046     323.753702909815         2.780677922800954E-5
0.09749999999999999       -0.004255490351511222    0.09577962106604204      0.0078062544510632175    323.75395903172915       2.7538793189210476E-5
0.09625                   -0.005536900619724237    0.09557525443031853      0.00780633640268417      323.75455502347535       2.722860360154777E-5
0.09999999999999999       -0.0060066045244609595   0.09529266137950534      0.0078063595933173064    323.75472033573755       2.680306992676657E-5
0.09749999999999999       -0.007480327621517476    0.09625086369973496      0.007806541462339475     323.75482840723913       2.7154291046101907E-5
0.09747993843085762       -0.011252770052054575    0.09774134084477229      0.007806985927635733     323.7550072752067        2.7395938377062073E-5
0.09999999999999999       -0.011764705882352943    0.1                      0.007807047513676926     323.7533805707949        2.858035152014594E-5
0.0974197537234305        -0.01323529411764706     0.1                      0.007807216209738814     323.75435078267134       2.8480328290071683E-5
0.09499999999999999       -0.011764705882352943    0.1                      0.0078070480284746484    323.75338966631807       2.8834206656617026E-5
0.10000000000000002       -0.010317938661913967    0.09746678387111443      0.007806874392851576     323.75432597226296       2.728718399037696E-5
0.09499999999999997       -0.01043404291816846     0.0973276137935983       0.007806887366571286     323.7544911535855        2.7451462498267537E-5
0.09749999999999999       -0.00253568062542659     0.09408475353180565      0.007806032553110567     323.7552388987405        2.6985432852243797E-5
0.09749969545147409       0                        0.09260574591282614      0.0078058242820840664    323.75617461384684       2.6821651466871703E-5
0.09749999999999999       -0.011187550796453623    0.09612585593222826      0.007806965474416857     323.756425864698         2.644823879204776E-5
0.09999999999999998       -0.008941469776301267    0.09517175849994278      0.007806670766315654     323.75606985617475       2.6169929343128704E-5
0.09875                   -0.005489847255868747    0.09400855748918006      0.007806228769922338     323.7564146988555        2.6214593967915027E-5
0.1                       -0.004788799398106694    0.09321277861058054      0.0078061018366246075    323.7568549002755        2.588512577887456E-5
0.09624999999999999       -0.010381826135127286    0.09492094889278636      0.007806844616281518     323.7572087765974        2.5947825718568462E-5
0.09499999999999999       -0.009126137019145912    0.09520863466633275      0.007806696114199734     323.7560732751826        2.643210186243084E-5
0.09624999999999996       -0.008272534854913657    0.09379591037599781      0.007806529978385897     323.75783874008624       2.5668659567618575E-5
0.09499999999999997       -0.006818310887937282    0.09537088779459504      0.007806443503482469     323.7549700581487        2.6954423514388022E-5
0.09999999999999999       -0.0025901830902724356   0.09239618613411163      0.00780586485527475      323.75709721390245       2.5950506049581102E-5
0.095                     -0.004733167358775173    0.0940760232277275       0.007806177633410978     323.75564932496866       2.6656961791776064E-5
0.09749999999999999       -0.006783159534424569    0.09392862166615472      0.00780635651666109      323.75724775215343       2.5956469241798138E-5
0.09999999999999999       0                        0.09117131305347934      0.007805619136205504     323.75803252873635       2.5964016643558043E-5
